,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,IsInHabitableZone
979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,CoRoT-6 b,0.0,2.96,1.166,8.886593,0.0855,,,,,89.07,929.2,,transit,2009.0,10/01/11,18 44 18,+06 39 48,,1.05,1.025,-0.2,6090.0,,Confirmed planets,1.2770412539062501,1.23379399600436,0.375192857552425,1.017375177537069,1.8449099895154766,
991,HD 221287 b,0.0,3.09,,456.1,1.25,0.08,,,,,259.0,,RV,2007.0,10/12/28,23 31 20,-58 12 35,52.9,1.25,,0.03,6304.0,,Confirmed planets,,1.266410809468195,0.38830011773812284,,,
992,HATS-25 b,0.0,0.613,1.26,4.2986432,0.05163,0.088,,,,86.93,,,transit,2016.0,16/07/28,13 51 37.87,-23 46 52.2,466.0,0.994,1.107,0.02,5715.0,7.5,Confirmed planets,1.1551761304346968,1.1787598898500475,0.35199689234902654,0.989945825163171,1.8115682001842899,False
993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,tau Boo A b,2.0,6.13,,3.3124568,0.049,0.011,113.4,,,44.5,2000.0,,RV,1996.0,14/03/04,13 47 15.74340,+17 27 24.8552,15.62,1.39,1.42,0.26,6399.0,0.9,"Confirmed planets, Planets in binary systems, S-type",2.9875360545282272,1.2809454917463146,0.39400875853632195,1.5271836041513096,2.7536176683101394,False
995,WASP-53 b,0.0,2.5,1.2,3.3,,,,,,,,,transit,2011.0,11/09/13,,,,,,,5700.0,,Confirmed planets,,1.17664946241536,0.35107568174079995,,,
996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,HIP 13044 b,0.0,1.25,,16.2,0.116,0.25,,,,,2011.0,,RV,2010.0,14/01/05,02 47 37,-36 06 27,701.0,0.8,6.7,-2.09,6025.0,,Controversial,52.271605098685264,1.2240021160589476,0.3711718335894016,6.534943449765558,11.867122129937195,False
998,HD 45652 b,0.0,0.47,,43.6,0.23,0.38,,,,,472.4,,RV,2008.0,08/10/14,06 29 13,+10 56 02,36.0,0.83,,0.29,5312.0,,Confirmed planets,,1.1254351891901275,0.32779268396967487,,,
999,OGLE235-MOA53 b,0.0,2.6,,,5.1,,,,,,,,microlensing,2004.0,06/06/10,18 05 16,-28 53 42,5200.0,0.63,,,5700.0,,Confirmed planets,,1.17664946241536,0.35107568174079995,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,HD 107148 b,0.0,0.21,,48.056,0.269,0.05,,,,,537.4,,RV,2006.0,06/07/15,12 19 13,-03 19 11,51.3,1.12,,0.314,5797.0,,Confirmed planets,,1.1904409917965684,0.357049544963663,,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,HD 22781 b,0.0,13.65,,528.07,1.167,0.8191,,,,,167.0,,RV,2011.0,11/11/04,03 40 50,+31 49 35,31.79,0.75,,-0.37,5027.0,,Confirmed planets,,1.092689530695773,0.3116813264454559,,,
1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Kepler-50 b,0.0,0.015963,0.155832,7.81254,0.077,,,,,82.0,,,transit,2012.0,13/02/17,19 12 24,+50 02 01,269.79,1.24,1.58,0.03,6225.0,3.8,Confirmed planets,3.3125284941117434,1.2543270237733473,0.3834935233426515,1.6250787892122167,2.9390081777793897,
1014,Kepler-50 c,0.0,0.026041,0.1977527,9.37647,0.087,,,,,82.0,,,transit,2012.0,13/02/17,19 12 24,+50 02 01,269.79,1.24,1.58,0.03,6225.0,3.8,Confirmed planets,3.3125284941117434,1.2543270237733473,0.3834935233426515,1.6250787892122167,2.9390081777793897,
1015,HD 1502 b,0.0,3.1,,431.8,1.31,0.101,,,,,412.3,,RV,2011.0,12/07/24,00 19 17,+14 03 17,159.0,1.61,4.5,0.09,5049.0,,Confirmed planets,11.62879022100323,1.095054582460997,0.312887341507754,3.258737547193828,6.096397431309774,False
1016,HD 175541 b,0.0,0.61,,297.3,1.03,0.33,,,,,428.3,,RV,2007.0,07/04/20,18 55 41,+04 15 55,128.0,1.65,3.85,-0.07,5060.0,,Confirmed planets,8.58640861561706,1.0962475735449602,0.3134928685568,2.7986684602193272,5.233496561473566,False
1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,42 Dra b,0.0,3.88,,479.1,1.19,0.38,218.7,,,,,,RV,2009.0,15/09/24,18 25 59.13734,+65 33 48.5288,96.5,0.98,22.03,-0.46,4200.0,9.49,Confirmed planets,133.4486490558915,1.0243363651673598,0.2718766497508,11.413945521447424,22.154968455534874,False
1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,HD 99109 b,0.0,0.502,,439.3,1.105,0.09,,,,,231.3,,RV,2006.0,06/07/15,11 24 17,-01 31 44,60.5,0.93,,0.315,5272.0,,Confirmed planets,,1.1205709127812238,0.3254716314742125,,,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,HD 136352 b,0.0,0.0166,,11.577,0.0933,0.18,,,,,842.3,,RV,2011.0,11/09/12,15 21 48,-48 19 03,14.8,,,,5940.0,,Confirmed planets,,1.21132922802176,0.3659036044288,,,
1023,HD 136352 c,0.0,0.0358,,27.582,0.1665,0.16,,,,,630.8,,RV,2011.0,11/09/12,15 21 48,-48 19 03,14.8,,,,5940.0,,Confirmed planets,,1.21132922802176,0.3659036044288,,,
1024,HD 136352 d,0.0,0.03,,106.72,0.411,0.43,,,,,397.3,,RV,2011.0,11/09/12,15 21 48,-48 19 03,14.8,,,,5940.0,,Confirmed planets,,1.21132922802176,0.3659036044288,,,
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,HD 86226 b,0.0,0.92,,1695.0,2.84,0.15,193.0,,,,154.0,,RV,2010.0,12/11/29,09 56 30,-24 05 58,42.48,1.06,1.02,0.05,5940.0,1.5,Confirmed planets,1.1445483646969732,1.21132922802176,0.3659036044288,0.9720441175099014,1.7686167378531266,False
1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,GJ 3138 b,0.0,0.0132,,5.974,0.057,0.11,,,,,,,RV,2017.0,17/03/21,02 09 11,-16 39 37,,0.681,0.5,-0.3,3717.0,,Confirmed planets,0.0421694832163421,0.9374207538214522,0.2538994009724102,0.21209569682327475,0.4075381796714854,False
1029,GJ 3138 c,0.0,0.0056,,1.22003,0.0197,0.19,,,,,,,RV,2017.0,17/03/21,02 09 11,-16 39 37,,0.681,0.5,-0.3,3717.0,,Confirmed planets,0.0421694832163421,0.9374207538214522,0.2538994009724102,0.21209569682327475,0.4075381796714854,False
1030,GJ 3138 d,0.0,0.033,,257.8,0.698,0.32,,,,,,,RV,2017.0,17/03/21,02 09 11,-16 39 37,,0.681,0.5,-0.3,3717.0,,Confirmed planets,0.0421694832163421,1.0010084095799512,0.2538994009724102,0.20524863445101685,0.4075381796714854,False
1031,HD 125595 b,0.0,0.042,,9.6737,0.0809,0.0,,,,,584.9,,RV,2009.0,11/07/05,14 21 23,-40 23 38,27.4,0.756,,0.02,4908.0,,Confirmed planets,,1.0803855543970855,0.30527812395209725,,,
1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Kepler-424 b,0.0,1.03,0.89,3.3118644,0.044,,,,,,1143.0,,transit,2014.0,15/12/03,19 54 29,+48 34 38,661.72,1.01,0.94,0.44,5460.0,12.2,Confirmed planets,0.6939278276537331,1.1441453013401601,0.33652562145279996,0.778783176464863,1.4359789856627971,
1034,Kepler-424 c,0.0,6.97,,223.3,0.73,0.3185,,,,,,,RV,2014.0,14/09/30,19 54 29,+48 34 38,661.72,1.01,0.94,0.44,5460.0,12.2,Confirmed planets,0.6939278276537331,1.1441453013401601,0.33652562145279996,0.778783176464863,1.4359789856627971,False
1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Oph 11 B,0.0,21.0,,,,,,,,,2478.0,,imaging,2007.0,11/12/14,16 22 25,-24 05 14,145.0,0.051,,,2838.0,,Confirmed planets,,0.9718822754507422,0.22881482452215746,,,
1043,CoRoT-14 b,0.0,7.6,1.09,1.51214,0.027,0.0,,,,79.6,1781.4,,transit,2010.0,10/12/22,06 53 42,-05 32 10,1340.0,1.13,1.21,0.05,6035.0,,Confirmed planets,1.7161998675349384,1.2255034146884476,0.3717910779630266,1.1833866598077196,2.148495509204176,False
1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,HD 39392 b,0.0,13.2,,394.3,0.11,0.394,,,,,,,RV,2016.0,16/03/02,05 53 19,+22 04 20,,1.08,,-0.32,5951.0,,Controversial,,1.2129596702028291,0.36658559386060685,,,
1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,WASP-75 b,0.0,1.07,1.27,2.484193,0.0375,0.0,,,,82.0,1710.0,,transit,2013.0,13/07/25,22 49 33,-10 40 32,260.0,1.14,1.26,0.07,6100.0,,Confirmed planets,1.942443771605628,1.23530693001216,0.3758104373248,1.253968967949979,2.2734730439991697,False
1051,HD 221585 b,0.0,1.61,,1173.0,2.306,0.123,,,,,,,RV,2016.0,16/04/29,23 32 54,+63 09 20,,1.19,,0.29,5620.0,6.2,Confirmed planets,,1.16554202443776,0.34618260244480004,,,
1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,KELT-15 b,0.0,0.91,1.443,3.329441,0.04613,,,,,,1642.0,,transit,2015.0,15/09/29,07 49 39.601,-52 07 13.55,291.0,1.181,1.481,0.047,6003.0,,Confirmed planets,2.5169321961738502,1.220706490169683,0.3698089267240407,1.435919625558821,2.608837707144665,
1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Kepler-100 b,0.0,0.0231,0.120292,6.88705,0.0727,0.13,,,,87.1,,,transit,2014.0,14/02/24,19 25 32,+41 59 24,296.6,1.08,1.49,0.02,5825.0,6.46,Confirmed planets,2.258625782528865,1.1944822929365473,0.3587800947461516,1.375093669173587,2.509042227297373,False
1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Kepler-406 b,0.0,0.019975,0.130316,2.42629,,,,,,,,,transit,2014.0,14/02/24,19 27 24,+44 58 05,353.6,1.07,1.07,0.18,5538.0,5.84,Confirmed planets,0.9516283831175604,1.1544329604516959,0.3412090332074055,0.9079236614771308,1.670026771796217,
1063,Kepler-406 c,0.0,0.008525,0.077461,4.62332,,,,,,,,,transit,2014.0,14/02/24,19 27 24,+44 58 05,353.6,1.07,1.07,0.18,5538.0,5.84,Confirmed planets,0.9516283831175604,1.0758020333983167,0.3412090332074055,0.9405188690802819,1.670026771796217,
1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,WASP-54 b,0.0,0.636,1.653,3.6936411,0.04987,0.067,,,,84.97,1759.0,,transit,2011.0,12/10/08,13 41 49,-00 07 41,200.0,1.15,1.4,-0.27,6100.0,,Confirmed planets,2.398078730377318,1.23530693001216,0.3758104373248,1.3932988532777546,2.5260811599990776,False
1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,HD 108341 b,0.0,3.5,,1129.0,2.0,0.85,190.0,,,,,,RV,2014.0,15/11/21,12 27 31.38999,-71 25 22.7053,49.4,0.843,0.79,0.04,5122.0,4.9,Confirmed planets,0.3795775382536838,1.1031011422122592,0.31693656435217343,0.5866007113367957,1.0943697488322586,False
1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,HD 88133 b,0.0,0.22,,3.416,0.047,0.133,,,,,1550.6,,RV,2004.0,09/10/06,10 10 07,+18 11 12,74.5,1.2,1.93,0.34,5494.0,,Confirmed planets,2.998867406793324,1.148594974462664,0.3385609125184071,1.615828173423271,2.976187057652885,False
1091,WASP-46 b,0.0,2.101,1.31,1.43037,0.02448,0.0,,,,82.63,1516.6,,transit,2011.0,11/05/17,21 14 57,-55 52 18,,0.956,0.917,-0.37,5620.0,,Confirmed planets,0.7412623794466655,1.16554202443776,0.34618260244480004,0.7974840600325682,1.4632999591266251,False
1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,HD 102329 b,0.0,5.9,,778.1,2.01,0.211,,,,,376.0,,RV,2011.0,12/07/24,11 46 46,+03 28 27,158.0,1.95,6.3,0.3,4830.0,,Confirmed planets,19.087877873225867,1.0727734792249999,0.30119574301562496,4.218177099676325,7.960757764789423,False
1094,alf Tau b,2.0,6.47,,628.96,1.46,0.1,287.0,,,,,,RV,2015.0,15/11/17,04 35 55.20,+16 30 35.1,20.43,1.13,45.1,-0.27,4055.0,6.6,"Controversial, Planets in binary systems, S-type",485.96449859663517,1.0162555059046876,0.26608174848535154,21.867584635304073,42.73608445975947,False
1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,HIP 91258 b,0.0,1.068,,5.0505,0.057,0.024,276.0,,,,,,RV,2013.0,13/11/22,18 36 53.15422,+61 42 09.0124,44.9,0.95,1.0,0.23,5519.0,2.4,Confirmed planets,0.8198409406306695,1.151901167650422,0.3400636314956556,0.8436400558178271,1.5526898244408762,False
1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,WASP-37 b,0.0,1.696,1.136,3.577471,0.04339,0.0,,,,88.78,1213.5,,transit,2010.0,10/08/19,14 47 47,+01 03 54,338.0,0.849,0.977,-0.4,5800.0,,Confirmed planets,0.954529,1.1908727604825602,0.35723485352680007,0.8952861848786564,1.6346231742139217,False
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Kepler-7 b,0.0,0.44,1.62,4.885525,0.06246,0.1,,,,85.18,1486.8,,transit,2010.0,15/12/03,19 14 20,+41 05 23,,1.32,1.96,0.1,6027.0,,Confirmed planets,4.479246204200568,1.2243022154428451,0.37129569683716585,1.912749730650807,3.473301702318971,False
1108,HD 95127 b,0.0,5.01,,482.0,1.28,0.11,40.0,,,,,,RV,2015.0,15/11/23,10 59 35.08667,+43 48 52.0823,327.0,1.2,20.0,-0.18,4218.0,5.5,Confirmed planets,111.8856318219265,1.0254129042193476,0.27262082168897667,10.445705323734725,20.258516903589285,False
1109,HAT-P-14 b,2.0,2.2,1.2,4.627657,0.0594,0.095,,,,83.2,1445.9,,transit,2010.0,13/05/29,17 20 28,+38 14 32,205.0,1.386,1.468,0.11,6600.0,,"Confirmed planets, Planets in binary systems, S-type",3.613398659237277,1.31141125778816,0.40572860245479997,1.6599250760970161,2.984283838726063,False
1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,HD 102365 b,0.0,0.05,,122.1,0.46,0.34,,,,,355.1,,RV,2011.0,11/01/11,11 46 31,-40 30 01,9.24,0.85,,-0.28,5650.0,,Confirmed planets,,1.1696773381947598,0.348013262978425,,,
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,HD 216770 b,0.0,0.65,,118.45,0.46,0.37,,,,,338.2,,RV,2003.0,10/12/30,22 55 53,-26 39 31,38.0,0.9,1.0,0.23,5248.0,,Confirmed planets,0.6702909121180407,1.1176931624074076,0.3240877164811628,0.7744089589161011,1.4381373986274297,False
1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,EPIC 201577035 b,0.0,0.085,0.3426,19.3044,,0.31,,,,,,,transit,2015.0,16/03/07,11 28 29.27,+01 41 26.29,271.0,0.92,0.98,-0.07,5620.0,,Confirmed planets,0.8466139873640605,1.16554202443776,0.34618260244480004,0.8522730412561796,1.5638320173872327,
1122,Wolf 1061 b,0.0,0.00428,,4.8876,0.035509,0.0,,,,,,,RV,2015.0,15/12/27,16 30 18.05803,-12 39 45.3232,4.2922,0.25,0.26,-0.05,3345.0,,Confirmed planets,0.0074785811424863775,0.9284021838921931,0.24237631210065158,0.0897514613066773,0.17565661867271282,False
1123,Wolf 1061 c,0.0,0.0134,,17.867,0.08427,0.19,37.0,,,,,,RV,2015.0,15/12/27,16 30 18.05803,-12 39 45.3232,4.2922,0.25,0.26,-0.05,3345.0,,Confirmed planets,0.0074785811424863775,0.9284021838921931,0.24237631210065158,0.0897514613066773,0.17565661867271282,False
1124,Wolf 1061 d,0.0,0.0164,,67.27,0.2039,0.32,102.0,,,,,,RV,2015.0,15/12/27,16 30 18.05803,-12 39 45.3232,4.2922,0.25,0.26,-0.05,3345.0,,Confirmed planets,0.0074785811424863775,0.9882593658085473,0.24237631210065158,0.08699096240998698,0.17565661867271282,False
1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,KOI-314 b,0.0,0.006197,0.109083,13.7813,0.091,0.05,72.0,,,,446.0,,transit,2014.0,15/07/14,19 21 31,+43 17 34,114.07,0.521,0.442,-0.28,3841.0,,Confirmed planets,0.037575934756627724,0.9413992800920209,0.2581615105569656,0.19978734044451416,0.38151283196147456,False
1127,KOI-314 c,0.0,0.002013,0.11045,23.0881,0.128,,170.0,,,,376.0,,transit,2014.0,15/07/14,19 21 31,+43 17 34,114.07,0.521,0.442,-0.28,3841.0,,Confirmed planets,0.037575934756627724,0.8731272224406403,0.2581615105569656,0.20745128634239884,0.38151283196147456,
1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,HD 12648 b,0.0,2.9,,133.6,0.54,0.04,,,,,,,RV,2015.0,15/09/30,02 18 59.654,+85 44 10.22,158.4,1.2,9.2,-0.57,4835.8,,Confirmed planets,40.90128986193036,1.0733270825505834,0.3014960805108582,6.173087859495494,11.647364499385771,False
1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,HD 134060 b,0.0,0.0351,,3.27,0.0444,0.4,,,,,1336.0,,RV,2011.0,11/09/12,15 10 45,-61 25 20,24.2,,,,5940.0,,Confirmed planets,,1.21132922802176,0.3659036044288,,,
1136,HD 134060 c,0.0,0.1507,,1160.9,2.2263,0.75,,,,,182.8,,RV,2011.0,11/09/12,15 10 45,-61 25 20,24.2,,,,5940.0,,Confirmed planets,,1.21132922802176,0.3659036044288,,,
1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,HD 196067 b,0.0,6.9,,3638.0,5.02,0.66,148.2,,,,177.2,,RV,2011.0,12/11/29,20 41 44,-75 21 03,44.3,1.29,1.73,0.18,5940.0,3.3,Confirmed planets,3.292501730778134,1.21132922802176,0.3659036044288,1.6486630620511071,2.9997127024371655,False
1141,HD 149143 b,0.0,1.36,,4.088,0.052,0.0,,,,,1389.4,,RV,2005.0,10/12/23,16 32 51,+02 05 05,63.0,1.1,,0.26,5730.0,,Confirmed planets,,1.180878711725,0.35291914126562496,,,
1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,HD 85390 b,0.0,0.132,,788.0,1.52,0.41,,,,,166.3,,RV,2009.0,10/10/06,09 50 02,-49 47 25,33.96,0.76,,-0.07,5186.0,,Confirmed planets,,1.1104033579382366,0.3205442220447175,,,
1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,HD 5891 b,0.0,7.6,,177.11,0.76,0.066,,,,,731.8,,RV,2011.0,11/08/23,01 00 59,+20 17 56,251.0,1.91,8.7,-0.02,4907.0,,Confirmed planets,38.77847829211361,1.0802856838988222,0.30522519929761865,5.991369042150821,11.271590139632773,False
1147,Kepler-422 b,0.0,0.43,1.15,7.8914483,0.082,0.016,,,,,976.0,,transit,2014.0,14/09/30,18 50 31,+46 19 24,651.31,1.15,1.24,0.23,5972.0,1.5,Confirmed planets,1.7282660242163383,1.2160805963154064,0.3678875223690445,1.1921313711419759,2.1674434091081696,False
1148,HD 100655 b,0.0,1.7,,157.57,0.76,0.085,,,,,749.4,,RV,2011.0,11/11/17,11 35 04,+20 26 30,122.0,2.4,9.3,0.15,4861.0,,Confirmed planets,42.67331751503365,1.0757555947012913,0.30280705183356504,6.298271775700568,11.871216108531584,False
1149,HD 97658 b,0.0,0.023754977,0.213245,9.4903,0.08,0.078,351.0,,,89.14,757.0,,transit,2010.0,14/03/03,11 14 33,+25 42 37,21.11,0.77,0.741,-0.23,5119.0,6.1,Confirmed planets,0.33316928737596296,1.1027644885036956,0.31676875281980366,0.5496561527608631,1.0255605641993277,False
1150,HIP 70849 b,2.0,9.0,,10000.0,10.0,0.6,,,,,,,RV,2009.0,11/07/05,14 29 19,-46 27 50,24.0,0.63,,,4105.0,,"Confirmed planets, Planets in binary systems, S-type",,1.0189259917171876,0.2680400735166016,,,
1151,HD 37124 b,0.0,0.675,,154.378,0.53364,0.054,,,,,306.6,,RV,1999.0,11/01/07,05 37 02,+20 43 50,33.0,0.83,0.82,-0.442,5610.0,,Confirmed planets,0.5885280619750882,1.1641718417963598,0.34557361834442496,0.7110089088918033,1.3050083714105722,False
1152,HD 37124 c,0.0,0.652,,885.5,1.71,0.125,,,,,171.1,,RV,2005.0,11/01/07,05 37 02,+20 43 50,33.0,0.83,0.82,-0.442,5610.0,,Confirmed planets,0.5885280619750882,1.1641718417963598,0.34557361834442496,0.7110089088918033,1.3050083714105722,False
1153,HD 37124 d,0.0,0.696,,1862.0,2.807,0.16,,,,,133.5,,RV,2003.0,11/01/07,05 37 02,+20 43 50,33.0,0.83,0.82,-0.442,5610.0,,Confirmed planets,0.5885280619750882,1.1641718417963598,0.34557361834442496,0.7110089088918033,1.3050083714105722,False
1154,WASP-88 b,0.0,0.56,1.7,4.954,0.06431,,,,,88.0,1772.0,,transit,2013.0,13/12/09,20 38 03,-48 27 43,,1.45,2.08,-0.08,6431.0,,Confirmed planets,6.539261939595662,1.2858313198831415,0.3959103825808644,2.2551340741137684,4.064114373193365,
1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,EPIC 211391664 b,0.0,0.101,0.38,10.13675,0.0943,,,,,89.0,,,transit,2016.0,16/08/04,08 25 57,+11 30 40,435.0,1.074,1.311,-0.2,6120.0,5.2,Confirmed planets,2.130586141036677,1.2383373677657596,0.37704454453479996,1.3116865330569605,2.3771315610156742,
1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,HIP 107773 b,0.0,1.98,,144.3,0.72,0.09,,,,,,,RV,2015.0,15/05/25,21 50 00.12563,-64 42 45.1275,104.0,2.42,11.6,0.03,4945.0,,Confirmed planets,71.09993241981273,1.0841222228261476,0.3072468454786516,8.098330011350034,15.212159755160902,False
1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
