,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,IsInHabitableZone
1850,OGLE-TR-56 b,0.0,1.3,1.2,1.211909,0.0225,0.0,,,,78.8,1390.3,,transit,2002.0,10/06/24,17 56 35,-29 32 21,1500.0,1.17,1.32,,5940.0,,Confirmed planets,1.916821482745104,1.21132922802176,0.3659036044288,1.2579394461892843,2.28879813133934,False
1851,WASP-86 b,0.0,0.821,0.632,5.031555,0.0617,,,,,89.85,,,transit,2016.0,16/08/16,17 50 34,+36 34 13,,1.239,1.291,0.23,6330.0,0.8,Confirmed planets,2.364587287228051,1.2703907587249998,0.38987106301562496,1.36429727671637,2.4627321165718437,
1852,HD 191806 b,0.0,8.52,,1606.3,2.8,0.259,,,,,,,RV,2016.0,16/04/29,20 09 28,+52 16 35,,1.14,,0.3,6010.0,2.9,Confirmed planets,,1.2217539926475598,0.370242654020425,,,
1853,WASP-17 b,0.0,0.486,1.991,3.735438,0.0515,0.028,,,,86.83,1517.8,,transit,2009.0,12/04/08,15 59 51,-28 03 42,400.0,1.306,1.572,-0.19,6650.0,,Confirmed planets,4.270509480825956,1.3188672561867598,0.40854763318842496,1.7994480046199044,3.233095221911042,False
1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,BD+48 738 b,0.0,0.91,,392.6,1.0,0.2,358.9,,,,,,RV,2011.0,15/11/17,02 42 50.463,+49 35 13.08,,0.74,11.0,-0.2,4414.0,,Confirmed planets,40.58847286547952,1.0382536425560451,0.2810828034382886,6.25244131212941,12.01667228745427,False
1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Kepler-87 b,0.0,1.02,1.2,114.7309,0.471,0.036,,,,,478.1,,transit,2013.0,15/12/03,19 51 40,+46 57 54,781.83,1.1,1.82,-0.17,5600.0,7.5,Confirmed planets,2.8786105301853158,1.16280585743616,0.3449652806948,1.5733953034564878,2.888708778411606,False
1861,Kepler-87 c,0.0,0.020132,0.55954,192.363,0.664,0.039,,,,,403.3,,transit,2013.0,13/10/10,19 51 40,+46 57 54,781.83,1.1,1.82,-0.17,5600.0,7.5,Confirmed planets,2.8786105301853158,1.16280585743616,0.3449652806948,1.5733953034564878,2.888708778411606,False
1862,HD 180902 b,0.0,1.6,,479.0,1.39,0.09,,,,,380.7,,RV,2010.0,10/03/19,19 19 18,-23 33 29,110.0,1.52,4.1,0.04,5030.0,,Confirmed planets,9.508843056204057,1.093010390625,0.31184538476562496,2.9495223706673737,5.521971733766753,False
1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,KIC 7917485 b,0.0,11.8,,840.0,2.03,0.15,,,,,,,,2016.0,16/08/11,19 57 44,+43 37 57,,1.63,,-0.02,7067.0,,Confirmed planets,,1.3770813329160942,0.42988642423393625,,,
1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,HATS-6 b,0.0,0.319,0.998,3.3252725,0.03623,,,,,88.21,712.8,,transit,2014.0,14/08/07,05 52 35.231,-19 01 53.96,172.6,0.574,0.57,0.2,3724.0,8.1,Confirmed planets,0.055217460138465554,1.0012810325701262,0.25413391970587645,0.23483359059547557,0.46612982909861544,
1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,HD 83443 b,0.0,0.4,,2.985625,0.0406,0.008,,,,,1218.5,,RV,2002.0,06/11/25,09 37 11,-43 16 19,43.54,0.9,1.04,0.35,5460.0,,Confirmed planets,0.8494254621890877,1.1441453013401601,0.33652562145279996,0.8616324505568698,1.5887427075418181,False
1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,HD 121504 b,0.0,1.22,,63.33,0.33,0.03,,,,,502.8,,RV,2003.0,09/10/06,13 57 17,-56 02 24,44.37,1.18,,0.16,6075.0,,Confirmed planets,,1.2315276372820476,0.37426589605177646,,,
1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,WASP-106 b,0.0,1.925,1.085,9.289715,0.0917,,,,,89.49,1140.0,,transit,2014.0,14/08/06,11 05 43,-05 04 46,283.0,1.192,1.393,-0.09,6055.0,7.0,Confirmed planets,2.3048721935003362,1.2285118479046875,0.3730289644228516,1.3697261579257738,2.4857196583686427,
1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,K2-105 b,0.0,0.094,0.32,8.266902,,,,,,88.95,,,,2017.0,17/01/06,08 21 41,+13 29 51,220.0,1.01,0.95,0.26,5434.0,0.6,Confirmed planets,0.6953665134301457,1.1407797441362808,0.33497609443396226,0.78073920073715,1.4407876559086412,
1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,HD 156411 b,0.0,0.74,,842.2,1.88,0.22,,,,,278.0,,RV,2009.0,10/09/08,17 19 51,-48 32 58,55.1,1.25,2.16,-0.12,5900.0,,Confirmed planets,4.99578310120023,1.20542686411776,0.36342400945279996,2.035782394949027,3.7076179801476377,False
1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,XO-1 b,0.0,0.9,1.184,3.9415128,0.0488,0.0,,,,89.31,1168.0,,transit,2006.0,10/10/11,16 02 12,+28 10 11,200.0,1.0,0.928,,5940.0,,Confirmed planets,0.9473920981384065,1.21132922802176,0.3659036044288,0.884369550048224,1.6090944438506876,False
1901,WASP-74 b,0.0,0.95,1.56,2.13775,0.037,,,,,79.81,1910.0,,transit,2014.0,14/10/24,20 18 09.32,-01 04 32.6,120.0,1.48,1.64,0.39,5990.0,2.0,Confirmed planets,3.0597293427545895,1.2187639601379598,0.36900328089042495,1.5844615477714497,2.8795617223439587,
1902,HD 190647 b,0.0,1.9,,1038.1,2.07,0.18,,,,,209.5,,RV,2007.0,07/04/07,20 07 20,-35 32 19,54.2,1.1,,0.24,5628.0,,Confirmed planets,,1.1666411650151873,0.3466702437633741,,,
1903,WASP-44 b,0.0,0.869,1.002,2.4238133,0.03445,0.0,,,,86.02,1304.0,,transit,2011.0,13/01/14,00 15 37,-11 56 17,,0.917,0.865,0.06,5410.0,4.1,Confirmed planets,0.5663818152984301,1.1377022093787599,0.333551296046425,0.7055703947639902,1.3030867664394727,False
1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,WASP-28 b,0.0,0.907,1.213,3.40883,0.04469,0.0,,,,88.61,1468.0,,transit,2010.0,14/02/07,23 34 28,-01 34 57,410.0,1.021,1.094,-0.29,6150.0,5.0,Confirmed planets,1.5129449735803602,1.2428934415907598,0.378892719458425,1.1033025405934487,1.9982666316040092,False
1909,WASP-132 b,0.0,0.41,0.87,7.133521,0.067,0.0,,,,89.6,,,transit,2016.0,16/07/11,14 30 26,-46 50 27,120.0,0.8,0.74,0.22,4775.0,0.5,Confirmed planets,0.25156195947394516,1.0676232340064473,0.29837394879565154,0.48541531708301155,0.9182100321770506,False
1910,HIP 116454 b,0.0,0.037182,0.23056,9.1205,,0.205,-59.1,,,88.43,690.0,,transit,2014.0,14/12/18,23 35 49.281,+00 26 43.86,55.2,0.775,0.716,-0.16,5089.0,,Confirmed planets,0.3038392489365432,1.0994260042960855,0.31509719547771925,0.5257011589469293,0.9819732743046974,
1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,HAT-P-28 b,0.0,0.626,1.212,3.257215,0.0434,0.051,,,,88.0,1262.4,,transit,2011.0,11/03/09,00 52 00,+34 43 42,395.0,1.025,1.103,0.12,5680.0,,Confirmed planets,1.1190059440718219,1.1738488896000001,0.34984912225,0.976360272659497,1.7884458795188067,False
1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Gliese 667 C b,2.0,0.017616,,7.2004,0.0505,0.13,5.729578,201.0,,,,,RV,2009.0,13/06/25,17 18 57,-34 59 23,6.97,0.33,0.41,,3350.0,,"Confirmed planets, Planets in binary systems, S-type",0.01870832764896925,0.9884151770691599,0.24252020175042496,0.13757761645647476,0.2777432565038839,False
1917,Gliese 667 C h,2.0,0.00346,,16.946,0.0893,0.06,114.591559,45.0,,,,,RV,2013.0,13/06/25,17 18 57,-34 59 23,6.97,0.33,0.41,,3350.0,,"Controversial, Planets in binary systems, S-type",0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,False
1918,Gliese 667 C c,2.0,0.011954,,28.14,0.125,0.02,292.208476,308.0,,,,,RV,2009.0,13/06/25,17 18 57,-34 59 23,6.97,0.33,0.41,,3350.0,,"Confirmed planets, Planets in binary systems, S-type",0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,False
1919,Gliese 667 C f,2.0,0.008493,,39.026,0.156,0.03,103.132403,34.0,,,,,RV,2013.0,13/06/25,17 18 57,-34 59 23,6.97,0.33,0.41,,3350.0,,"Controversial, Planets in binary systems, S-type",0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,True
1920,Gliese 667 C e,2.0,0.008493,,62.24,0.213,0.02,28.64789,262.0,,,,,RV,2013.0,13/06/25,17 18 57,-34 59 23,6.97,0.33,0.41,,3350.0,,"Controversial, Planets in binary systems, S-type",0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,True
1921,Gliese 667 C d,2.0,0.016043,,91.61,0.276,0.03,40.107046,251.0,,,,,RV,2013.0,13/06/25,17 18 57,-34 59 23,6.97,0.33,0.41,,3350.0,,"Controversial, Planets in binary systems, S-type",0.01870832764896925,0.9884151770691599,0.24252020175042496,0.13757761645647476,0.2777432565038839,True
1922,Gliese 667 C g,2.0,0.01447,,256.2,0.549,0.08,51.566202,285.0,,,,,RV,2013.0,13/06/25,17 18 57,-34 59 23,6.97,0.33,0.41,,3350.0,,"Controversial, Planets in binary systems, S-type",0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,False
1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,HIP 79431 b,0.0,2.1,,111.7,0.36,0.29,,,,,146.8,,RV,2010.0,10/01/11,16 12 42,-18 52 32,14.4,0.49,,0.4,3191.0,,Confirmed planets,,0.9835205500258717,0.23806402094663762,,,
1932,WASP-99 b,0.0,2.78,1.1,5.75251,0.0717,,,,,88.8,1480.0,,transit,2013.0,13/10/22,02 39 35,-50 00 29,,1.48,1.76,0.21,6180.0,1.4,Confirmed planets,3.992705350183817,1.2474603776,0.38073673599999996,1.789040823674321,3.2383310175485653,
1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,HD 50499 b,0.0,1.71,,2482.7,3.86,0.23,,,,,155.1,,RV,2005.0,10/12/29,06 52 02,-33 54 56,47.26,1.27,1.38,0.23,5902.0,,Confirmed planets,2.0419401998218505,1.2057209587127735,0.3635479624451943,1.301361950248802,2.3699580139569916,False
1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,HD 150433 b,0.0,0.168,,1096.2,1.9303,0.0,,,,,182.8,,RV,2011.0,11/09/12,16 41 08,-02 51 26,29.6,,,,5940.0,,Confirmed planets,,1.21132922802176,0.3659036044288,,,
1937,WASP-96 b,0.0,0.48,1.2,3.4252602,0.0453,,,,,85.6,1285.0,,transit,2013.0,13/10/22,00 04 11,-47 21 38,,1.06,1.05,0.14,5540.0,8.0,Confirmed planets,0.9177104621363363,1.15470041174016,0.3413297643008,0.8914935000841837,1.6397051510225262,
1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,HD 128356 b,0.0,0.89,,298.2,0.87,0.57,84.0,,,,,,RV,2016.0,16/04/02,14 37 04.89,-25 48 06.2,26.03,0.65,0.85,0.17,4875.0,10.0,Confirmed planets,0.360598866566428,1.0771210510996474,0.30353959632727656,0.5786019883773508,1.0899447969561806,True
1941,YBP401 b,0.0,0.46,,4.087,,0.15,330.17,,,,,,RV,2016.0,16/06/18,08 51 19,+11 40 16,843.0,1.14,,,6165.0,4.0,Confirmed planets,,1.2451756683973476,0.3798152883455265,,,
1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,WASP-131 b,0.0,0.27,1.22,5.322023,0.0607,0.0,,,,85.0,,,transit,2016.0,16/07/11,14 00 46,-30 24 59,250.0,1.06,1.53,0.18,6030.0,4.5,Confirmed planets,2.734891717152843,1.2247525156249999,0.37148147851562496,1.4943278753058462,2.7133229316233893,False
1944,Gliese 832 b,0.0,0.688908,,3660.0,3.6,0.08,246.0,40.0,,,,,RV,2008.0,14/06/24,21 33 34,-49 00 32,4.94,0.45,,-0.3,3472.0,,Confirmed planets,,0.9923070569413261,0.24611650288464448,,,
1945,Gliese 832 c,0.0,0.015729,,35.67,0.162,0.03,80.0,246.0,,,,,RV,2014.0,14/06/24,21 33 34,-49 00 32,4.94,0.45,,-0.3,3472.0,,Confirmed planets,,0.9923070569413261,0.24611650288464448,,,
1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,HD 20782 b,2.0,1.43,,597.065,1.397,0.956,142.1,,,,,,RV,2006.0,16/01/10,03 20 03.57791,-28 51 14.6651,35.49,1.02,1.09,0.01,5798.0,5.53,"Confirmed planets, Planets in binary systems, S-type",1.1864620888182382,1.190584881484094,0.35711131144273983,0.9982670836597677,1.822741700950916,False
1953,HD 20781 b,2.0,0.037882,,29.15,0.169,0.11,,,,,,,RV,2011.0,16/01/10,03 20 03.57791,-28 51 14.6651,35.49,0.76,,-0.11,5256.0,,"Confirmed planets, Planets in binary systems, S-type",,1.1186489814000986,0.3245482803004269,,,
1954,HD 20781 c,2.0,0.049649,,85.131,0.3456,0.28,,,,,,,RV,2011.0,16/01/10,03 20 03.57791,-28 51 14.6651,35.49,0.76,,-0.11,5256.0,,"Confirmed planets, Planets in binary systems, S-type",,1.1186489814000986,0.3245482803004269,,,
1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,WASP-55 b,0.0,0.57,1.3,4.465633,0.0533,0.0,,,,89.2,1160.1,,transit,2011.0,12/04/24,13 35 01.95,-17 30 12.8,330.0,1.01,1.06,-0.2,5900.0,,Confirmed planets,1.203116832242065,1.20542686411776,0.36342400945279996,0.9990413604842446,1.8194791939613408,False
1958,HD 109749 A b,2.0,0.28,,5.24,0.0635,0.01,,,,,1161.9,,RV,2005.0,10/12/23,12 37 16,-40 48 43,59.0,1.2,,0.25,5610.0,,"Confirmed planets, Planets in binary systems, S-type",,1.1641718417963598,0.34557361834442496,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,WASP-16 b,0.0,0.855,1.008,3.1186009,0.0421,0.0,,,,85.22,1160.0,,transit,2009.0,12/07/05,14 18 44,-20 16 32,,1.022,0.946,0.01,5550.0,,Confirmed planets,0.7503125851829267,1.15604034957956,0.34193387415242493,0.8056281247914429,1.4813239756250205,False
1966,MOA-2008-BLG-310-L b,0.0,0.23,,,1.25,,,,,,152.7,,microlensing,2009.0,09/08/10,17 54 14,-34 46 41,6000.0,0.67,,,5700.0,,Confirmed planets,,1.17664946241536,0.35107568174079995,,,
1967,HAT-P-50 b,0.0,1.35,1.288,3.1220109,0.0453,,,,,83.65,1862.0,,transit,2015.0,15/03/13,07 52 15.20,+12 08 21.9,497.0,1.273,1.698,-0.18,6280.0,3.37,Confirmed planets,3.962798341063319,1.2627375,0.38684490625,1.7715134223124842,3.2006084309538334,
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,HD 103197 b,0.0,0.098,,47.84,0.249,0.0,,,,,409.7,,RV,2009.0,10/10/06,11 52 53,-50 17 34,49.3,0.9,,0.21,5303.0,,Confirmed planets,,1.1243333786394014,0.3272688959788776,,,
1970,GJ 229 b,2.0,0.101,,471.0,0.97,0.1,150.0,,,,,,RV,2014.0,15/04/21,06 10 34.61533,-21 51 52.7117,5.75,0.58,,,3564.0,,"Controversial, Planets in binary systems, S-type",,0.9954045426809077,0.2489457563274957,,,
1971,Proxima Centauri b,2.0,0.004089,,11.186,0.0485,,,110.0,,,234.0,,RV,2016.0,16/08/22,14 39 36.204,-60 50 08.23,1.295,0.12,0.141,,3050.0,,"Confirmed planets, Planets in binary systems, S-type",0.001520287093068605,0.92289907018629,0.234287827752425,0.04058688304158184,0.0805541540763937,
1972,Alpha Centauri B b,2.0,0.00356,,3.2357,0.04,0.0,,,,,,,RV,2012.0,15/11/17,14 39 36.204,-60 50 08.23,1.295,0.907,0.865,0.23,5260.0,,"Controversial, Planets in binary systems, S-type",0.5061313252447366,1.04303530395904,0.3247788413248,0.6965978094989485,1.2483539638395345,False
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,WASP-15 b,0.0,0.542,1.428,3.7520656,0.0499,0.0,,,,85.5,1511.3,,transit,2008.0,10/11/29,13 55 43,-32 09 35,308.0,1.18,1.477,-0.17,6300.0,,Confirmed planets,3.0367652016462525,1.26579852793856,0.38805791255679994,1.5488997652850294,2.797417809819467,False
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,HAT-P-8 b,2.0,1.275,1.321,3.0763402,0.0439,0.0,,,,87.8,1713.0,,transit,2008.0,13/07/31,22 52 10,+35 26 50,230.0,1.192,1.475,0.01,6200.0,4.3,"Confirmed planets, Planets in binary systems, S-type",2.8407879974508004,1.2505101092313597,0.38196344607079996,1.5072170860506773,2.7271467652530954,False
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Lalande 21185 b,0.0,0.012,,9.8693,,,,,,,,,RV,2017.0,17/02/14,11 03 20,+35 58 12,2.55,0.46,0.393,,3828.0,,Controversial,0.029306290004640006,0.9409538637923287,0.2577037664316621,0.17648030940445666,0.3372252136394933,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,HAT-P-20 b,0.0,7.246,0.867,2.875317,0.0361,0.015,,,,86.8,888.3,,transit,2010.0,10/12/11,07 27 40,+24 20 11,70.0,0.756,0.694,0.35,4595.0,,Confirmed planets,0.1897356893625749,1.0520246174660475,0.28948021206002655,0.42467976028288423,0.8095898854866008,False
1993,HD 233604 b,0.0,6.575,,192.0,0.747,0.05,281.0,,,,,,RV,2013.0,15/11/23,09 09 48.8205,+53 34 05.623,,1.5,10.9,-0.36,4791.0,2.4,Confirmed planets,55.31535514433629,1.069102922846966,0.2991899102904296,7.193050247338706,13.597196717783454,False
1994,HATS-13 b,0.0,0.543,1.212,3.0440499,0.04057,,,,,88.55,1244.0,,transit,2015.0,15/03/11,21 07 50.88,-26 05 48.0,476.0,0.962,0.887,0.05,5523.0,2.5,Confirmed planets,0.6468974486662276,1.1524328176736982,0.34030453387316545,0.7492209462193811,1.3787446858590482,
1995,HAT-P-46 b,0.0,0.493,1.284,,0.0577,0.123,70.0,,,85.5,1458.0,,transit,2013.0,13/08/16,18 01 47,-02 58 15,296.0,1.284,1.396,0.3,6120.0,2.5,Confirmed planets,2.415819880615023,1.2383373677657596,0.37704454453479996,1.3967310451163364,2.531255270158567,False
1996,HAT-P-46 c,0.0,2.0,,,0.383,0.0,,,,,,,RV,2013.0,,18 01 47,-02 58 15,296.0,1.284,1.396,0.3,6120.0,2.5,Controversial,2.415819880615023,1.2383373677657596,0.37704454453479996,1.3967310451163364,2.531255270158567,False
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,16 Cygni B b,2.0,1.77,,799.5,1.72,0.689,83.4,,,45.0,,,RV,1996.0,15/09/22,19 41 48.95343,+50 31 30.2153,21.146,1.07,1.127,0.052,5750.0,6.8,"Confirmed planets, Planets in binary systems, S-type",1.2268945480707159,1.1837165880579599,0.354150314094425,1.0180749495842545,1.8612718223507352,True
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,HD 82886 b,0.0,1.3,,705.0,1.65,0.0,,,,,382.7,,RV,2011.0,12/07/24,09 35 45.1827,+34 46 50.673,125.0,1.06,4.8,-0.31,5112.0,,Confirmed planets,13.903811816140799,1.1019809421850972,0.31637765352820285,3.5520567737054605,6.62924454919826,False
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,8 Ursae Minoris b,0.0,1.5,,93.4,0.49,0.06,,,,,,,RV,2015.0,15/09/30,14 56 48.352,+74 54 03.34,159.1,1.8,9.9,-0.03,4847.4,,Confirmed planets,47.81826880233474,1.0744402853474972,0.3020983234245781,6.671227986486611,12.581220299022,False
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,DH Tau B,0.0,12.0,,,,,,,,,2750.0,,imaging,2005.0,11/03/08,04 29 42,+26 32 58,140.01,0.4,,,3840.0,,Confirmed planets,,1.0060404713753597,0.25812620696679994,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,HD 141937 b,0.0,9.7,,653.22,1.52,0.41,,,,,215.8,,RV,2002.0,10/12/29,15 52 17,-18 26 09,33.46,1.1,1.06,0.11,5925.0,,Confirmed planets,1.2236386184393178,1.2091108731637472,0.3649736545040265,1.0059896769014387,1.8310315577256022,True
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Kepler-95 b,0.0,0.040894,0.311666,11.5231,,,,,,,,,transit,2014.0,14/02/24,18 57 56,+44 23 52,456.3,1.08,1.41,0.3,5699.0,5.63,Confirmed planets,1.8531939723317952,1.1765090696021512,0.351014306127771,1.255055119988348,2.297724901374995,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Kepler-10 b,0.0,0.010475,0.133962,0.8374907,0.01685,0.0,,,,84.8,2169.0,,transit,2011.0,14/06/03,19 02 43,+50 14 29,173.0,0.91,1.065,-0.15,5643.0,10.6,Confirmed planets,1.0163129100389732,1.089068832757002,0.34758562655538017,0.9660198632606773,1.7099476577089188,False
2024,Kepler-10 c,0.0,0.054106,0.214156,45.294301,0.241,0.0,,,,89.59,584.0,,transit,2011.0,14/06/03,19 02 43,+50 14 29,173.0,0.91,1.065,-0.15,5643.0,10.6,Confirmed planets,1.0163129100389732,1.1687091469106414,0.34758562655538017,0.9325250344617164,1.7099476577089188,False
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
