,AgeGyr,AscendingNodeDeg,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarAgeGyr,HostStarMassSlrMass,HostStarMetallicity,Host_Star_Radius_Solar,Host_Star_Temperature_Kelvin,InclinationDeg,IsInHabitableZone,Is_In_Habitable_Zone,LastUpdated,ListsPlanetIsOn,LongitudeDeg,Luminosity_of_Host_Star,Maximum_Greenhouse,Maximum_Greenhouse_S_eff,PeriastronDeg,PeriodDays,PlanetIdentifier,Planetary_Mass_Jupiter,RadiusJpt,RightAscension,Runaway_Greenhouse,Runaway_Greenhouse_S_eff,Semi_Major_Axis_AU},SurfaceTempK,TypeFlag
1975,,,-32 09 35,transit,2008.0,308.0,0.0,,1.18,-0.17,1.477,6300.0,85.5,False,,10/11/29,Confirmed planets,,3.0367652016462525,2.797417809819467,0.38805791255679994,,3.7520656,WASP-15 b,0.542,1.428,13 55 43,1.5488997652850294,1.26579852793856,0.0499,1511.3,0.0
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,,,+35 26 50,transit,2008.0,230.0,0.0,4.3,1.192,0.01,1.475,6200.0,87.8,False,,13/07/31,"Confirmed planets, Planets in binary systems, S-type",,2.8407879974508004,2.7271467652530954,0.38196344607079996,,3.0763402,HAT-P-8 b,1.275,1.321,22 52 10,1.5072170860506773,1.2505101092313597,0.0439,1713.0,2.0
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,,,+35 58 12,RV,2017.0,2.55,,,0.46,,0.393,3828.0,,,,17/02/14,Controversial,,0.029306290004640006,0.3372252136394933,0.2577037664316621,,9.8693,Lalande 21185 b,0.012,,11 03 20,0.17648030940445666,0.9409538637923287,,,0.0
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,,+24 20 11,transit,2010.0,70.0,0.015,,0.756,0.35,0.694,4595.0,86.8,False,,10/12/11,Confirmed planets,,0.1897356893625749,0.8095898854866008,0.28948021206002655,,2.875317,HAT-P-20 b,7.246,0.867,07 27 40,0.42467976028288423,1.0520246174660475,0.0361,888.3,0.0
1993,,,+53 34 05.623,RV,2013.0,,0.05,2.4,1.5,-0.36,10.9,4791.0,,False,,15/11/23,Confirmed planets,,55.31535514433629,13.597196717783454,0.2991899102904296,281.0,192.0,HD 233604 b,6.575,,09 09 48.8205,7.193050247338706,1.069102922846966,0.747,,0.0
1994,,,-26 05 48.0,transit,2015.0,476.0,,2.5,0.962,0.05,0.887,5523.0,88.55,,,15/03/11,Confirmed planets,,0.6468974486662276,1.3787446858590482,0.34030453387316545,,3.0440499,HATS-13 b,0.543,1.212,21 07 50.88,0.7492209462193811,1.1524328176736982,0.04057,1244.0,0.0
1995,,,-02 58 15,transit,2013.0,296.0,0.123,2.5,1.284,0.3,1.396,6120.0,85.5,False,,13/08/16,Confirmed planets,,2.415819880615023,2.531255270158567,0.37704454453479996,70.0,,HAT-P-46 b,0.493,1.284,18 01 47,1.3967310451163364,1.2383373677657596,0.0577,1458.0,0.0
1996,,,-02 58 15,RV,2013.0,296.0,0.0,2.5,1.284,0.3,1.396,6120.0,,False,,,Controversial,,2.415819880615023,2.531255270158567,0.37704454453479996,,,HAT-P-46 c,2.0,,18 01 47,1.3967310451163364,1.2383373677657596,0.383,,0.0
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,,,+50 31 30.2153,RV,1996.0,21.146,0.689,6.8,1.07,0.052,1.127,5750.0,45.0,,True,15/09/22,"Confirmed planets, Planets in binary systems, S-type",,1.2268945480707159,1.8612718223507352,0.354150314094425,83.4,799.5,16 Cygni B b,1.77,,19 41 48.95343,1.0180749495842545,1.1837165880579599,1.72,,2.0
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,+34 46 50.673,RV,2011.0,125.0,0.0,,1.06,-0.31,4.8,5112.0,,False,,12/07/24,Confirmed planets,,13.903811816140799,6.62924454919826,0.31637765352820285,,705.0,HD 82886 b,1.3,,09 35 45.1827,3.5520567737054605,1.1019809421850972,1.65,382.7,0.0
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,+74 54 03.34,RV,2015.0,159.1,0.06,,1.8,-0.03,9.9,4847.4,,False,,15/09/30,Confirmed planets,,47.81826880233474,12.581220299022,0.3020983234245781,,93.4,8 Ursae Minoris b,1.5,,14 56 48.352,6.671227986486611,1.0744402853474972,0.49,,0.0
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,+26 32 58,imaging,2005.0,140.01,,,0.4,,,3840.0,,,,11/03/08,Confirmed planets,,,,0.25812620696679994,,,DH Tau B,12.0,,04 29 42,,1.0060404713753597,,2750.0,0.0
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,-18 26 09,RV,2002.0,33.46,0.41,,1.1,0.11,1.06,5925.0,,,True,10/12/29,Confirmed planets,,1.2236386184393178,1.8310315577256022,0.3649736545040265,,653.22,HD 141937 b,9.7,,15 52 17,1.0059896769014387,1.2091108731637472,1.52,215.8,0.0
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,+44 23 52,transit,2014.0,456.3,,5.63,1.08,0.3,1.41,5699.0,,,,14/02/24,Confirmed planets,,1.8531939723317952,2.297724901374995,0.351014306127771,,11.5231,Kepler-95 b,0.040894,0.311666,18 57 56,1.255055119988348,1.1765090696021512,,,0.0
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,+50 14 29,transit,2011.0,173.0,0.0,10.6,0.91,-0.15,1.065,5643.0,84.8,False,,14/06/03,Confirmed planets,,1.0163129100389732,1.7099476577089188,0.34758562655538017,,0.8374907,Kepler-10 b,0.010475,0.133962,19 02 43,0.9660198632606773,1.089068832757002,0.01685,2169.0,0.0
2024,,,+50 14 29,transit,2011.0,173.0,0.0,10.6,0.91,-0.15,1.065,5643.0,89.59,False,,14/06/03,Confirmed planets,,1.0163129100389732,1.7099476577089188,0.34758562655538017,,45.294301,Kepler-10 c,0.054106,0.214156,19 02 43,0.9325250344617164,1.1687091469106414,0.241,584.0,0.0
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,,+38 57 46,RV,2004.0,49.0,0.778,,1.02,0.29,1.27,5754.0,,,True,10/12/22,Confirmed planets,,1.5623376469048602,2.0996291202576653,0.3543967438012839,,890.76,HD 45350 b,1.79,,06 28 45,1.1485745055504666,1.18428588597091,1.92,197.0,0.0
2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,,-11 55 21,RV,2002.0,43.12,0.081,,0.88,-0.06,1.12,5610.0,,False,,10/12/29,Confirmed planets,,1.0979321846245553,1.7824504585120016,0.34557361834442496,,6.403,HD 168746 b,0.23,,18 21 49,0.9711341194619755,1.1641718417963598,0.065,1026.4,0.0
2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,,,-25 44 53.9,transit,2015.0,829.0,,5.1,1.056,0.21,1.086,5679.0,87.8,,,15/06/03,Confirmed planets,,1.0840146486004247,1.7604156331287466,0.34978784818692443,,3.583893,HATS-8 b,0.138,0.873,19 39 46.08,0.9610308048961809,1.1737092666759223,0.04667,1324.0,0.0
2036,,,-05 33 27,,2016.0,604.0,0.19,2.4,1.6,0.2,3.1,5990.0,87.7,False,,16/11/09,Confirmed planets,,10.932480288471004,5.443073987357483,0.36900328089042495,,18.249,K2-99 b,0.97,1.29,13 55 06,2.995018779324082,1.2187639601379598,0.159,,0.0
2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,,,+78 03 51,RV,2013.0,98.0,0.66,,2.4,0.09,9.12,4892.0,,False,,13/04/17,Confirmed planets,,42.09431977020964,11.758875298350302,0.30443313947399164,117.0,2082.0,HD 120084 b,4.5,,13 42 39,6.2465805148113285,1.0787947184130293,4.3,,0.0
2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,,,-23 51 38,transit,2010.0,120.0,0.038,,1.01,-0.02,0.93,5700.0,85.2,False,,10/12/13,Confirmed planets,,0.8067766970359023,1.5159200560796684,0.35107568174079995,,4.3176782,WASP-34 b,0.59,1.22,11 01 36,0.828043442856447,1.17664946241536,0.0524,1058.7,0.0
2050,,,+06 28 46.99,transit,2015.0,765.0,0.082,4.5,0.97,0.2,0.9,5260.0,87.3,False,,15/04/07,Confirmed planets,,0.547918571884442,1.2988653959024057,0.3247788413248,,2.85057,CoRoT-29 b,0.85,0.9,18 35 36.50,0.6997100227647648,1.11912817990656,0.039,,0.0
2051,,,-42 03 41,transit,2007.0,300.0,0.0,,0.93,-0.03,1.15,5500.0,88.8,False,,11/04/04,Confirmed planets,,1.0693859267479968,1.7763065990415057,0.33892109898879996,,1.33823187,WASP-4 b,1.1215,1.363,23 34 15,0.9645712486301572,1.1493858314649597,0.02312,1710.4,0.0
2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,,,+61 58 12,RV,2012.0,290.2,0.14,,1.2,-0.25,49.7,5080.0,,False,,12/11/12,Confirmed planets,,1453.6359411044607,67.97509034724091,0.31459807824999997,,672.1,HD 220074 b,11.1,,23 20 14,36.378162154313344,1.0984344455999997,1.6,965.5,0.0
2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,,,+71 49 26.0466,RV,2009.0,122.1,0.08,,1.8,0.04,24.08,4340.0,,False,,15/09/20,Confirmed planets,,181.7857804105772,25.580294903623614,0.2778106016768,117.63,516.22,11 UMi b,11.2,,15 17 05.88899,13.264662333689412,1.0331598270873599,1.54,,0.0
2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,,,+36 37 57,transit,2004.0,157.0,0.0,,0.88,0.001,0.85,5250.0,88.4,False,,11/02/09,Confirmed planets,,0.4850238457342493,1.223131562552028,0.32420278741442493,,3.0300722,TrES-1 b,0.761,1.099,19 04 09,0.6586791122251259,1.1179317944219598,0.0393,,0.0
2061,,,+58 02 35.6654,RV,2010.0,,0.4,,1.69,-0.26,32.0,4361.0,,False,,15/11/17,Confirmed planets,,327.2896932644681,34.26688088176553,0.27872965632603003,108.1,745.7,HD 240237 b,5.3,,23 15 42.22361,17.786286459972928,1.0345744857343795,1.9,,0.0
2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,,,+13 46 43.6386,RV,1996.0,18.1,0.399,7.77,1.09,-0.09,1.94,5439.0,,False,,15/04/15,Confirmed planets,,2.9105007857612395,2.9463489376805816,0.3352736035529973,,116.6926,70 Vir b,7.4,,13 28 25.80861,1.596835863194319,1.1414244343340751,0.481,479.1,0.0
2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,,,+18 23 46,transit,2010.0,230.0,0.0,,0.89,-0.46,1.136,5800.0,86.97,False,,14/11/05,Confirmed planets,,1.2904959999999999,1.9006468023613254,0.35723485352680007,,4.3225186,WASP-21 b,0.276,1.162,23 09 58,1.0409878260206282,1.1908727604825602,0.0499,1333.0,0.0
2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,,,-23 14 31,RV,2011.0,38.6,0.13,,,,,5940.0,,,,11/09/12,Confirmed planets,,,,0.3659036044288,,16.546,HD 31527 b,0.0363,,04 55 38,,1.21132922802176,0.1253,770.9,0.0
2076,,,-23 14 31,RV,2011.0,38.6,0.11,,,,,5940.0,,,,11/09/12,Confirmed planets,,,,0.3659036044288,,51.284,HD 31527 c,0.0498,,04 55 38,,1.21132922802176,0.2665,528.8,0.0
2077,,,-23 14 31,RV,2011.0,38.6,0.38,,,,,5940.0,,,,11/09/12,Confirmed planets,,,,0.3659036044288,,274.49,HD 31527 d,0.0519,,04 55 38,,1.21132922802176,0.8181,299.2,0.0
2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,,,+58 16 05.005,transit,2008.0,293.0,0.0,,1.293,-0.04,1.554,6390.0,88.26,False,,15/11/29,Confirmed planets,,3.557897950891651,3.0070448804085173,0.39347184999842494,,4.1250707,XO-4 b,1.615,1.615,07 21 33.1657,1.6674956772521963,1.27957001323556,0.05485,,0.0
2080,,,+26 42 23,transit,2004.0,10.14,0.15,,0.452,-0.32,0.464,3684.0,85.8,False,,14/03/31,Confirmed planets,,0.03504309636808294,0.3723143995711811,0.25280333940809724,,2.64385,Gliese 436 b,0.0727,0.3767,11 42 11,0.1872220006994468,0.9997437761625128,0.02872,650.3,0.0
2081,,,+26 42 23,transit,2012.0,10.14,0.0,,0.452,-0.32,0.464,3684.0,85.1,False,,12/07/20,Controversial,,0.03504309636808294,0.3723143995711811,0.25280333940809724,,1.3658,Gliese 436 c,0.0008807961,0.06014599,11 42 11,0.20055364194342334,0.8712471432324381,0.0185,813.5,0.0
2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,,,-60 04 40,RV,2007.0,89.1,0.44,,1.13,0.34,,5927.0,,,,07/02/09,Confirmed planets,,,,0.36509764323744487,,1214.0,HD 23127 b,1.5,,03 39 24,,1.209406316068378,2.4,205.3,0.0
2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,,,-58 19 25,RV,2011.0,32.4,0.26,,,,,5940.0,,,,11/09/12,Confirmed planets,,,,0.3659036044288,,22.656,HD 21693 b,0.0322,,03 27 12,,1.21132922802176,0.1484,581.9,0.0
2098,,,-58 19 25,RV,2011.0,32.4,0.24,,,,,5940.0,,,,11/09/12,Confirmed planets,,,,0.3659036044288,,53.881,HD 21693 c,0.06472,,03 27 12,,1.21132922802176,0.2644,436.2,0.0
2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,,,-20 43 07,imaging,2010.0,145.0,,11.0,0.9,,,4060.0,,,,15/06/10,Confirmed planets,,,,0.26627570711680004,,,GSC 06214-00210 b,17.0,,16 21 55,,1.01651723421696,,1700.0,0.0
2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,,,-38 19 23.8,transit,2011.0,330.0,0.0,,1.32,0.08,1.88,5570.0,87.8,False,,12/04/24,Confirmed planets,,3.006245924607178,2.959878260099383,0.34314431424642494,,4.37809,WASP-63 b,0.38,1.43,06 17 20.75,1.6107215512095705,1.15873350789396,0.0574,1540.0,0.0
2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,,,+49 56 15.66,transit,2012.0,,0.04,0.3,1.04,,0.88,6018.0,89.8,False,,15/12/12,Confirmed planets,,0.8975571350726521,1.5559561315828436,0.3707382596415687,,45.154,Kepler-51 b,0.0066,0.633,19 45 55.146,0.8875197120935286,1.139478377096201,0.2514,,0.0
2124,,,+49 56 15.66,transit,2012.0,,0.014,0.3,1.04,,0.88,6018.0,89.4,False,,15/12/12,Confirmed planets,,0.8975571350726521,1.5559561315828436,0.3707382596415687,,85.312,Kepler-51 c,0.0126,0.803,19 45 55.146,0.8875197120935286,1.139478377096201,0.384,,0.0
2125,,,+49 56 15.66,transit,2014.0,,,0.3,1.04,,0.88,6018.0,89.9,,,15/12/12,Confirmed planets,,0.8975571350726521,1.5559561315828436,0.3707382596415687,,130.194,Kepler-51 d,0.0239,0.865,19 45 55.146,0.8566950806592298,1.222952410754682,0.509,,0.0
2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,,,+43 58 00,RV,2011.0,129.0,0.365,,1.72,0.14,5.4,4932.0,,False,,12/07/24,Confirmed planets,,15.246417815849115,7.052307776547796,0.3065528104672461,,868.0,HD 99706 b,1.4,,11 28 30,3.7524054247493686,1.0828001488795074,2.14,342.5,0.0
2128,,,-17 40 01,,2016.0,169.0,0.17,,1.66,0.04,8.8,4805.0,,False,,16/11/24,Confirmed planets,,36.477657229008344,11.028590766640853,0.29990720153222655,243.0,1270.0,HD 86950,3.6,,10 01 38,5.837654127620862,1.0704101482171875,2.72,,0.0
2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,,,+49 28 24,transit,2014.0,880.0,,3.0,0.91,-0.21,0.92,5725.0,85.74,,,14/10/02,Confirmed planets,,0.8034625605670032,1.5095048624003249,0.35261161341577657,,3.21751883,KOI-195 b,0.34,1.09,19 17 44,0.8251069745561804,1.1801715148973473,0.0414,1300.0,0.0
2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,,,-48 32 31,RV,2008.0,87.4,0.18,,0.93,0.17,,5940.0,,,,09/05/20,Confirmed planets,,,,0.3659036044288,,700.0,HD 48265 b,1.16,,06 40 02,,1.21132922802176,1.51,291.4,0.0
2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,,,+48 40 24,transit,2014.0,414.4,,8.42,0.94,-0.2,0.98,5779.0,,,,14/02/24,Confirmed planets,,0.9465661180135809,1.630752757749582,0.35593829170119745,,2.58664,Kepler-97 b,0.011041,0.134873,19 09 18,0.9247573543216546,1.106866815808306,,,0.0
2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,,,+15 32 48.9291,RV,2013.0,508.0,0.26,7.1,1.1,0.28,14.7,4796.0,,False,,15/11/23,Confirmed planets,,101.02745039679199,18.367947689460724,0.29944573043053563,302.0,137.48,BD+15 2940 b,1.11,,16 00 22.93827,9.71886175529103,1.0695684501694709,0.539,,0.0
2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,,,+37 32 46,transit,2007.0,400.0,0.0,,0.88,0.001,0.85,5720.0,82.15,False,,10/12/13,Confirmed planets,,0.683455105899918,1.39282350777039,0.3523041963428,,1.30618608,TrES-3 b,1.91,1.305,17 52 07,0.7612239138723023,1.1794652389593598,0.0226,,0.0
2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,,,+41 52 18.7,transit,2012.0,,,3.5,1.32,0.2,4.22,4840.0,83.92,,,15/04/14,Confirmed planets,,8.635636916926426,5.349947656342541,0.30171389288679995,,10.51057,Kepler-56 b,0.0695,0.581,19 35 02.01,2.8359580475975275,1.0737292155993599,0.1028,,0.0
2160,,-4.95,+41 52 18.7,transit,2012.0,,,3.5,1.32,0.2,4.22,4840.0,84.08,,,15/04/14,Confirmed planets,,8.635636916926426,5.349947656342541,0.30171389288679995,,21.40239,Kepler-56 c,0.569,0.874,19 35 02.01,2.8359580475975275,1.0737292155993599,0.1652,,0.0
2161,,,+41 52 18.7,RV,2012.0,,0.4,3.5,1.32,0.2,4.22,4840.0,,False,,15/04/14,Controversial,,8.635636916926426,5.349947656342541,0.30171389288679995,,,Kepler-56 d,3.3,,19 35 02.01,2.8359580475975275,1.0737292155993599,2.0,,0.0
2162,,,+11 53 11.51,RV,2014.0,750.0,0.39,,0.96,0.03,0.89,5725.0,,,,14/01/14,"Confirmed planets, Planets in open clusters",,0.7519171718160718,1.4602818777568363,0.35261161341577657,327.49,5.118,YBP1514 b,0.4,,08 51 00.766,0.7982013123423919,1.1801715148973473,,,0.0
2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,,,+14 41 21.7994,RV,2009.0,48.36,0.29,,0.86,0.1,,5008.0,,,,15/11/26,Confirmed planets,,,,0.3106452372188013,87.64,268.94,BD+14 4559 b,1.47,,21 13 35.99143,,1.0906695333254186,0.777,,0.0
2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,,,+46 16 34,transit,2014.0,488.45,,,1.18,,1.16,5873.0,,,,16/01/13,Confirmed planets,,1.4146337252706784,1.9775026420802855,0.3617511019644144,,7.125939,Kepler-105 c,0.014483,0.14672,19 11 32,1.1241042105347074,1.119517427153201,,,0.0
2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,,,+46 02 04,transit,2011.0,1200.0,0.0,1.0,1.26,0.1,1.25,6350.0,89.23,False,,15/01/27,Confirmed planets,,2.2449307716501865,2.395914369331287,0.391075283280425,,21.087212,KOI-423 b,19.1,1.11,19 47 50,1.3277313804948274,1.27345180512516,0.162,,0.0
2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,,,+37 51 36.63,transit,2015.0,,,,1.09,-0.84,2.27,6382.0,,,,15/12/03,Confirmed planets,,7.553825352867158,4.384202299380914,0.39299386307330303,,217.8317626,KOI-3681.01,4.2,1.97,19 30 30.582,2.430855245302727,1.27834696246941,,,0.0
2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
